# x,y,type
-5.000,1.500,0
-5.000,-1.500,1
-2.000,1.500,0
-2.000,-1.500,1
1.000,1.500,0
1.000,-1.500,1
4.000,1.500,0
4.000,-1.500,1
7.000,1.500,0
7.000,-1.500,1
10.000,1.500,0
10.000,-1.500,1
13.000,1.500,0
13.000,-1.500,1
16.000,1.500,0
16.000,-1.500,1
19.000,1.500,0
19.000,-1.500,1
22.000,1.500,0
22.000,-1.500,1
25.000,1.500,0
25.000,-1.500,1
28.000,1.500,0
28.000,-1.500,1
31.000,1.500,0
31.000,-1.500,1
34.000,1.500,0
34.000,-1.500,1
37.000,1.500,0
37.000,-1.500,1
40.000,1.500,0
40.000,-1.500,1
43.000,1.500,0
43.000,-1.500,1
46.000,1.500,0
46.000,-1.500,1
49.000,1.500,0
49.000,-1.500,1
52.000,1.500,0
52.000,-1.500,1
55.000,1.500,0
55.000,-1.500,1
58.000,1.500,0
58.000,-1.500,1
61.000,1.500,0
61.000,-1.500,1
64.000,1.500,0
64.000,-1.500,1
67.000,1.500,0
67.000,-1.500,1
70.000,1.500,0
70.000,-1.500,1
73.000,1.500,0
73.000,-1.500,1
76.000,1.500,0
76.000,-1.500,1
79.000,1.500,0
79.000,-1.500,1
82.000,1.500,0
82.000,-1.500,1
85.000,1.500,0
85.000,-1.500,1
88.000,1.500,0
88.000,-1.500,1
91.000,1.500,0
91.000,-1.500,1
94.000,1.500,0
94.000,-1.500,1
97.000,1.500,0
97.000,-1.500,1
100.000,1.500,0
100.000,-1.500,1
103.000,1.500,0
103.000,-1.500,1
0.000,1.500,2
0.000,-1.500,2
75.000,1.500,3
75.000,-1.500,3
